GeneName,SARS-CoV-1_L2FC,IAV_L2FC,MERS-CoV_L2FC,HPIV3_L2FC,RSV_L2FC,SARS-CoV-2(Calu-3)_L2FC,SARS-CoV-2(A549)_L2FC,SARS-CoV-2(A549-ACE2)LowMOI_L2FC,SARS-CoV-2(A549-ACE2)HiMOI_L2FC,SARS-CoV-2(A549-ACE2)-Ruxolitinib_L2FC,padj_SARS-CoV-1,padj_IAV,padj_MERS-CoV,padj_HPIV3,padj_RSV,padj_SARS-CoV-2(Calu-3),padj_SARS-CoV-2(A549),padj_SARS-CoV-2(A549-ACE2)LowMOI,padj_SARS-CoV-2(A549-ACE2)HiMOI,padj_SARS-CoV-2(A549-ACE2)-Ruxolitinib
SNORD11B,-0.0348,-0.06913,-0.07817,0.07121558,0.0031317,0.1079,0.11831,0,1.43817259,0.39461416,1,1,1,1,1,0,1,0,1,1
SNORD12,0.12934,-0.12761,-0.26668,0.65544451,0.72553405,0.35207,-0.12545,0.25862,-0.0395474,0.11440025,1,1,1,1,1,0,1,0,1,1
SNORD121A,0,0,0.12516,0,0.14959346,0,0.21695,0.38762,-0.1438204,-0.144094,1,1,1,1,1,0,1,0,1,1
SNORD121B,0.07712,-0.14506,-0.18425,0,0,0,0,0,-0.0861219,-0.7145821,1,1,1,1,1,0,1,0,1,1
SNORD123,-0.14047,0,-0.24858,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD124,-0.32786,-0.1487,-0.29706,0,0,0,0,0,0.36188165,0,1,1,1,1,1,0,1,0,1,1
SNORD125,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD126,-0.03392,0,-0.076,0,0,0,-0.01418,0.17119,0,0.65297067,1,1,1,1,1,0,1,0,1,1
SNORD127,0.11532,0.12364,0,0.09325865,0,0,-0.12712,0,0,0.48186033,1,1,1,1,1,0,1,0,1,1
SNORD12B,0.00947,0.08034,0.10307,0.32972209,-0.0975192,-0.13623,0.17537,1.08844,0.39612042,0.19858081,1,1,1,1,1,0,1,0,1,1
SNORD12C,-0.01734,-0.1144,0.40492,0.50342503,0,0.62659,-0.17825,0.45083,0.13695336,0.82119276,1,1,1,1,1,0,1,0,1,1
SNORD15A,0.07133,-0.28521,0.00956,-0.646808,-0.2286898,0.19075,0.71505,0.67259,-0.1539326,-0.6552922,1,1,1,1,1,0,1,0,1,1
SNORD16,0.08146,0.24213,-0.11887,-0.3073233,0.2017645,0.05678,-0.50233,0.43562,0.06874863,-0.9212722,0.86388775,1,0.83334393,1,1,0,0.27721925,0,1,1
SNORD17,0.48606,-0.6669,0.32475,0.47989178,0.96298316,0.85794,-1.04378,1.53519,-0.121093,-0.7139515,0.11474708,0.27291105,0.39782665,0.44009561,0.10636695,0.06487157,0.00039695,4.33E-05,1,1
SNORD18A,-0.08106,-0.15793,-0.41254,0.14704046,0,-0.1207,0.12232,-0.06599,0.80976564,0.50268701,1,1,1,1,1,0,1,0,1,1
SNORD18B,-0.01374,0.02542,0.3075,0.16667331,0.19300023,0.20912,0.26873,1.56415,2.01221701,2.15969738,1,1,1,1,1,0,1,0,1,1
SNORD18C,0.18873,-0.35138,-0.02074,0.11735514,-0.3424286,0.02878,0.87975,1.29938,0.40151169,0.23108698,0.64333664,1,0.97045224,1,1,0,0.01856025,0,0.3438816,0.6179942
SNORD19,0.2486,-0.04191,0.04318,-0.4347993,-0.7038086,-0.11973,0.29445,-0.06599,0.21900819,0.64748657,1,1,1,1,1,0,1,0,1,1
SNORD19B,0.11189,0.29378,0.22734,1.42672235,1.22122412,0.29807,0.07184,-0.29098,1.8743149,1.38356791,0.80391413,1,0.63009431,1,1,0,0.86632636,0,1,1
SNORD1A,-0.15228,-0.20762,-0.19316,-0.1764636,-0.3569163,-0.44883,-0.10374,1.10789,2.85380301,2.63976274,1,1,1,1,1,0,1,0,1,1
SNORD1B,0.07521,0,0.20658,0.10915181,0,-0.56532,0.00232,-0.10689,0.60000175,-0.2764725,1,1,1,1,1,0,1,0,1,1
SNORD1C,0.37826,-0.04191,0.30903,0.10853083,0.19214551,-0.75083,-0.58827,0.74917,0.5693612,-0.198484,1,1,1,1,1,0,1,0,1,1
SNORD2,0.45212,0.50329,-0.05085,0.63266089,0.25377334,0.07137,0.31339,0.78164,0.48895339,0.09934348,0.14766511,1,0.91070229,1,1,0.89424903,0.41047696,0,1,1
SNORD20,0.02596,0.05844,-0.1744,0.09223293,-0.1179864,0.35458,0.25387,1.84521,1.37672032,2.34410608,1,1,1,1,1,0,1,0,1,1
SNORD21,0.19604,-0.0693,-0.07927,0,0.14959346,0.4597,0.26893,1.44162,0.76711788,1.44236825,1,1,1,1,1,0,1,0,1,1
SNORD22,0.20946,-0.16819,-0.06141,0.15857027,-0.217232,0.02672,-0.19599,1.08316,0.67556545,0.09614112,0.44864364,0.86665897,0.83617365,1,1,0.95603144,1,0.03726153,0.1640478,0.82438911
SNORD23,0.21686,-1.11323,-0.05153,-1.0592471,-0.6368791,-0.31148,-0.91892,1.33026,0.90194102,0.38800052,1,1,1,1,1,0.45442211,0.02273773,0,1,1
SNORD24,0.16478,0.38926,-0.0266,0.51259749,0.52990625,-0.45436,0.07946,-0.1972,-0.0883165,-0.1871071,1,1,1,1,1,0,1,0,1,1
SNORD25,-0.29399,-0.32171,-0.37901,-0.0139989,-0.1529145,-0.53479,-0.99748,0.5029,0.17027167,0.68591285,0.45272969,1,0.3908687,1,1,0,0.00102296,0,1,1
SNORD26,0.26571,-0.12032,-0.00502,0.62315593,-0.0321574,0.36695,-0.7266,0.95877,1.35578271,1.41863512,0.49676946,1,0.99275819,0.34547575,1,0,0.03342488,0,1,0.00083772
SNORD27,0.40062,-0.29062,-0.00971,-0.1961619,-0.0922858,0.12194,-0.59745,-0.33048,1.18858825,0.90090026,0.27763166,1,0.98615259,1,1,0,0.15172752,0,1,1
SNORD28,0.08795,-0.0788,0.43377,0.3313619,0.28988405,-0.31864,0.07065,0.8376,1.10871713,2.07838954,0.85016025,1,0.29584441,1,1,0,0.86674782,0,1,3.27E-06
SNORD29,0.17039,-0.24158,-0.33333,0.41727246,-0.2367796,-0.45593,-0.72274,0.62075,1.03983338,0.54661048,0.68719483,1,0.47279753,1,1,0,0.02983796,0,1,1
SNORD30,0.07837,0.32169,0.13902,0.49824257,0.13737677,-0.57522,-0.80987,0.9691,0.04044667,-0.528044,0.85878497,1,0.74787707,1,1,0,0.01247165,0,1,1
SNORD31,0.15735,-0.02657,-0.19793,0.53015977,0.01671441,-0.36878,-0.05491,-0.31241,-0.0613648,0.30301531,0.67929167,0.9813088,0.60723124,0.43744752,0.98444238,0.40032458,0.82219138,0.55165055,0.90593289,0.41002938
SNORD32A,0.6921,-0.61369,-0.15605,0.07682294,0.53256658,-0.26317,-0.90438,0.9332,0.44853595,-0.301096,0.04440355,1,1,1,1,0.63523743,0.00447963,0,1,1
SNORD32B,0.05656,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD33,-0.01637,-0.07472,-0.24931,-0.0808445,-0.5207118,0.84001,-0.38186,1.08568,0.84498688,0.51179147,1,1,1,1,1,0,1,0,1,1
SNORD34,0.1745,-0.12407,0.10118,-0.1377374,-0.0808816,0.37725,-0.36751,-0.36252,0.38412491,-0.9176359,1,1,1,1,1,0,1,0,1,1
SNORD35A,0.22107,0.27957,0.31092,-0.8405558,-0.9015368,-0.0685,-1.52906,0.93536,0.30050173,0.10481926,0.59637469,1,0.4997705,0.30897184,1,0,9.61E-06,0,1,1
SNORD35B,-0.61128,0.13998,-0.76096,-0.6165627,-1.4329875,-0.66287,-0.33202,0.50192,1.13882853,0.84738708,0.07561692,1,0.05045862,1,1,0,0.35594158,0,0.00457651,0.03712552
SNORD36A,-0.08429,-0.14906,-0.13046,-0.6828562,-0.5541453,0.37407,0.12705,0.87056,0.51432526,0.62400175,0.79789595,1,0.66032029,0.33937912,0.45399763,0.30617592,0.59158922,0.01433483,0.16784036,0.03572932
SNORD36B,0.39813,0.05121,-0.09911,0.63908223,0.14137161,-0.06065,-0.24208,0.62402,0.17942622,-0.1124675,1,1,1,1,1,0,1,0,1,1
SNORD36C,-0.15953,0.09131,0.11416,-0.8710152,-0.8393291,0.53992,0.42289,0.92898,0.92564019,1.04973184,0.71616472,1,0.81688593,1,1,0,0.28685437,0,1,1
SNORD37,-0.08492,0.04748,-0.17235,0,0,0.19155,0,-0.12006,0.36188165,0,1,1,1,1,1,0,1,0,1,1
SNORD38A,0.18191,0,-0.12879,-0.2116452,-0.1247489,-0.14372,0.66303,0.50957,1.40005905,0.8784153,1,1,1,1,1,0,1,0,1,1
SNORD38B,-0.13917,0.3462,-0.3776,-0.4413615,-1.1505119,0.2673,-0.1532,0.53885,3.11020289,3.03687156,0.75192435,1,0.41433584,1,1,0,1,0,4.52E-10,4.50E-11
SNORD41,0,0,0,0,0,0,0,0.45014,0,0,1,1,1,1,1,0,1,0,1,1
SNORD42A,-0.18243,0.06253,-0.31716,-0.4305459,-0.4016465,0.26109,1.21408,-0.18209,-0.0878677,0.43793636,1,1,1,1,1,0,1,0,1,1
SNORD42B,-0.09191,0.12652,-0.18055,-0.1948882,-0.2007708,-0.23937,0.25378,-0.35552,-0.1542074,0.46921841,1,1,1,1,1,0,1,0,1,1
SNORD43,0.31376,-0.12761,0.13498,0.12184209,-0.2983506,0.90936,-0.64926,-0.33599,1.10498906,0.14921815,1,1,1,1,1,0,1,0,1,1
SNORD44,0.31353,-0.29983,-0.11289,0.97160176,-0.0573505,0.16458,0.40992,-0.36259,-0.603141,-0.1480237,0.30726948,1,0.78403432,1,1,0.73723097,1,0,1,1
SNORD45A,-0.28738,0.03233,-1.0848,0.18553706,0.09730521,0.43844,0.60147,0.41431,1.26534255,1.09122473,1,1,1,1,1,0,0.14453463,0,1,1
SNORD45B,-0.04773,-0.0693,-0.39711,-0.1136319,-0.5284395,0.11654,0.0065,0.42544,0.8108066,0.83928607,1,1,1,1,1,0,1,0,1,1
SNORD45C,-0.06772,0.12295,-0.7264,0.27122166,0.58267237,0.38412,1.03465,0.49508,-0.233839,0.15193184,1,1,1,1,1,0,1,0,1,1
SNORD46,0.19573,0,0.43624,0.16667331,0.14137161,0.15854,0.01681,0.9309,1.37999506,1.46939059,1,1,1,1,1,0,1,0,1,1
SNORD47,0.24946,-0.06025,0.02688,0.26279485,-1.0382555,-0.03045,0.59531,1.15701,-0.1866678,0.39020721,1,1,0.9386528,1,1,0.95391091,0.0876665,0.03839186,1,0.39248995
SNORD49A,-0.00287,-0.17712,-0.13171,0.13171451,-0.0272283,-0.00397,0.64309,-0.13808,-0.6563119,-0.2262747,0.99459144,1,0.75064931,1,1,0,0.14785511,0,1,1
SNORD49B,-0.45945,0,0.07188,0,0,0,-0.01057,-0.04114,0.36623664,0,1,1,1,1,1,0,1,0,1,1
SNORD4A,0.10404,-0.36671,0.22682,-0.5738136,-0.4707463,0.07511,-0.40295,0.99729,0.46662743,0.50934175,1,1,1,1,1,0,0.34021303,0,1,1
SNORD4B,0.46813,0.20552,0.04398,0.195193,-0.0234667,-0.12826,-0.32104,0.50588,0.25542243,0.95202673,1,1,1,1,1,0,1,0,1,1
SNORD5,0.04649,0.0212,-0.1522,1.0612328,0.10056374,0.80436,-0.04179,1.94222,1.35432169,1.50520915,0.92405986,1,0.75786315,1,1,0,0.92620041,0,0.00343667,0.00072848
SNORD50A,-0.05145,0,0.43345,0,0.19300023,-0.19176,-0.06145,-0.05306,0.20897313,0.07082278,1,1,1,1,1,0,1,0,1,1
SNORD51,0.09035,-0.20762,-0.22562,-0.7278435,-0.8444701,-0.15255,-0.31649,0.64154,-0.036499,0.64866088,1,1,1,1,1,0,1,0,1,1
SNORD52,-0.15271,-0.21933,0.71482,0.63664387,0.4247667,0.49374,0.67876,0.38409,1.41146711,1.08706452,0.7227035,1,0.03704538,1,1,0.30455819,0.1038361,0,1,1
SNORD53,0.05726,0.1708,0.29784,0.6720005,0.26709938,-0.11126,-0.20151,-0.02925,0.36424082,0.8591365,1,1,1,1,1,0,1,0,1,1
SNORD54,0.07226,-0.04694,-0.61267,0.86852587,0.67935885,0.12927,-0.29327,1.03063,1.18444921,0.78318019,1,1,1,1,1,0,0.50426339,0,1,1
SNORD55,-0.12689,0.16637,-0.0964,-0.2265436,-0.0520655,-0.05671,-1.56178,1.63158,0.36188165,0.29746973,1,1,1,1,1,0,1,0,1,1
SNORD56,0.10703,-0.34494,0.60451,0.19289681,-0.3317129,-0.29131,-0.56294,0.50874,0.51285445,-0.0716803,1,1,1,1,1,0,0.17586272,0,1,1
SNORD56B,0,0,0.12516,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD57,-0.00947,0.11975,0.21875,0.45942873,0.23183806,-0.35844,-1.16736,1.14758,-0.556036,-0.1104908,1,1,1,1,1,0,1,0,1,1
SNORD58A,-0.35237,0.64307,-0.98473,1.42306049,1.19125156,0.44056,-0.03406,0.71178,1.9966291,2.29035262,1,1,1,1,1,0,0.93826667,0,1,1
SNORD58B,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD58C,0.37005,0.04575,-0.05376,0.29089268,0.48191624,-0.69272,0.53151,-0.68069,0.68303764,1.63073493,0.318539,1,0.91359363,1,1,0,1,0,1,1
SNORD59A,-0.03439,0.12053,-0.33409,0.14704046,0,-0.33939,0.11836,0.3858,1.65840357,0.92400138,1,1,1,1,1,0,1,0,1,1
SNORD59B,0.31947,0.06253,0.25897,0.34895878,0.07236014,-0.11151,0.39509,0.15363,0.48577641,0.27474862,1,1,1,1,1,0,1,0,1,1
SNORD6,0.56709,0,-0.30288,0.96572222,0.34377208,-0.00401,0.29669,1.70705,0.55479768,0.58908554,1,1,1,1,1,0,1,0,1,1
SNORD60,-0.36846,0.1567,-0.34663,-0.6320593,-0.3473407,-0.55893,0.07795,0.03378,0.33068912,1.23061625,0.29937916,1,0.37147528,1,1,0.27194626,0.84977543,0,1,1
SNORD61,-0.03392,0,-0.076,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD62A,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD62B,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD63,-0.07184,0.2539,-0.05471,0.51295079,0.52990625,-0.18385,0.92317,0.53125,1.13123758,0.71754516,1,1,1,1,1,0,1,0,1,1
SNORD64,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD65,0.53629,0,0.30045,-0.1466434,0.52990625,0.06116,0.54724,0.85003,1.59741512,1.97005488,0.12526605,1,0.50537191,1,1,0,1,0,1,5.10E-05
SNORD66,-0.03392,0,-0.076,0,0,-0.11126,0,-0.02925,0,0.25890683,1,1,1,1,1,0,1,0,1,1
SNORD67,0.07979,0.43758,0.03347,0.0154418,-0.5152461,-0.12917,-0.25678,0.91833,0.16633973,-0.7065719,1,1,1,1,1,0,1,0,1,1
SNORD68,-0.24291,-0.07472,0.11265,-1.2909757,-0.8236936,0.35967,0.11983,0.85356,1.29931785,1.05715469,0.54811041,1,0.83673098,1,1,0.53390828,0.75370328,0,0.00528451,0.01629757
SNORD69,0.17803,0.09219,-0.50158,0.3598256,0.52220379,0.3709,0.07493,0.64893,0.2275249,0.77580919,1,1,1,1,1,0,1,0,1,1
SNORD7,0.05847,0.05121,0.19824,0.16667331,0.53355122,0.14125,0.56195,-0.34187,1.33289769,1.07312257,1,1,1,1,1,0,1,0,1,1
SNORD70,0,-0.07472,0,0.10915181,0.19300023,-0.15734,0.06845,-0.02925,0,0.29746973,1,1,1,1,1,0,1,0,1,1
SNORD71,-0.0365,0,-0.08284,0.00443754,0.07236014,0,-0.18729,0.45917,0,0.25890683,1,1,1,1,1,0,1,0,1,1
SNORD72,0.09343,0,0.12477,0.10026391,0,-0.16596,-0.13135,0.64893,-0.4765723,-0.4913498,1,1,1,1,1,0,1,0,1,1
SNORD73A,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD74,-0.00229,0.05121,0.09676,0.43878118,0.18701901,-0.16128,-0.95978,0.42279,-0.2932241,-0.5403857,1,1,1,1,1,0,1,0,1,1
SNORD75,-0.26032,-0.06913,-0.13271,0,0,-0.1207,0.10954,-0.1535,-0.390949,-0.3995581,1,1,1,1,1,0,1,0,1,1
SNORD76,0.16794,-0.21184,-0.02689,-0.363242,-0.3703564,-0.04083,0.16966,0.90966,-0.3472835,0.08390043,0.63159218,1,0.9462156,1,1,0.9375576,0.58997391,0,1,1
SNORD77,-0.10721,-0.06913,-0.04092,0.75068516,-0.023644,-0.04574,0.99477,0.57985,0.27357358,0.28625662,1,1,1,1,1,0,1,0,1,1
SNORD78,0.14056,-0.16154,-0.01081,0.59535895,0.00071824,-0.54471,0.45874,-0.1078,-0.7820135,-0.9932709,0.7359469,1,0.98481493,1,1,0,0.3365899,0,1,1
SNORD79,0.10483,-0.1487,0.18883,0.28459839,-0.4704513,-0.01925,0.83349,0.20725,-0.5796476,-0.2506394,0.79241939,1,0.57208275,1,1,0,1,0,1,1
SNORD8,-0.0365,0,-0.08284,0,0,0.19717,-0.01057,0.45828,0,0.29746973,1,1,1,1,1,0,1,0,1,1
SNORD80,0.07858,0.13472,-0.13191,-0.4468588,-0.5556937,-0.01754,0.41229,0.65788,0.63161401,0.55222573,0.81013932,0.88470755,0.66624664,0.50290049,0.36962702,0.96082253,0.15465415,0.1869468,0.11635173,0.17936105
SNORD81,0.08342,0.05121,0.19498,0.86396468,0.19300023,-0.37982,0.2789,1.3941,1.98301111,1.80092831,0.85590412,1,0.65534737,1,1,0,1,0,7.37E-06,1.10E-05
SNORD82,0,0,0,0.09325865,0,0.10599,-0.13135,0.60411,0.20284188,-0.144094,1,1,1,1,1,0,1,0,1,1
SNORD83A,-0.10793,-0.03099,-0.07848,-0.5184552,0.04329621,0.10596,0.28617,0.05648,0.18684639,0.13836669,1,1,1,1,1,0,1,0,1,1
SNORD83B,0.19397,-0.38282,0.03907,-1.2090232,-0.8157119,-0.06975,-0.4186,0.34511,0.00889315,0.27411804,0.6510113,1,0.94526339,1,1,0,1,0,1,1
SNORD84,-0.16131,-0.42312,-0.09444,0.5893191,1.00592126,-0.4533,-0.43961,0.82317,0.80687549,1.27315628,1,1,1,1,1,0.37890176,1,0,1,1
SNORD85,0,0,0,0.10915181,0.19300023,0,0.07802,-0.05306,0.36188165,0,1,1,1,1,1,0,1,0,1,1
SNORD86,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD87,0.266,-0.01714,0.23352,0.93982995,-0.1477478,0.01422,-0.59898,1.10046,1.24735318,1.38731531,0.51071991,1,0.61587405,1,1,0,0.19930918,0,1,1
SNORD88A,0.09027,0,0.18319,-0.0753289,0.0031317,-0.29371,-0.72752,-0.19885,0,0.26804011,1,1,1,1,1,0,1,0,1,1
SNORD88B,-0.0524,-0.21993,-0.03986,-1.3541188,-1.2890378,-0.31376,-1.38008,-0.16704,0.64743634,1.21668398,0.9130009,1,0.93870765,0.08160176,1,0.56889618,0.00057491,0,1,1
SNORD88C,-0.10763,-0.04191,-0.25727,0.13086122,0.0031317,-0.06906,-0.44485,0.99649,-0.7571156,-0.7764106,1,1,1,1,1,0,1,0,1,1
SNORD89,0.25036,-0.29169,-0.44595,0.95382678,0.6954009,0.42866,0.30853,0.44751,1.34129039,0.7454588,1,1,1,1,1,0,1,0,0.00107155,1
SNORD9,0.05736,0.05121,-0.08284,-0.1466434,-0.1441777,-0.20812,-0.15529,0.50867,0.96493943,0.0386699,1,1,1,1,1,0,1,0,1,1
SNORD90,0,0,0,-0.2070152,-0.2343606,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD91A,-0.08768,0,-0.04242,0.57103726,0.14137161,0,-0.20151,0,0.40866235,-0.144094,1,1,1,1,1,0,1,0,1,1
SNORD91B,0.04859,0.02542,-0.19143,0.05938059,-0.4389954,0.16229,0.02547,0.06322,0.82163095,0.39461416,1,1,1,1,1,0,1,0,1,1
SNORD92,0,0,0.12477,0,0,0,-0.13651,0,0.17758306,-0.1637694,1,1,1,1,1,0,1,0,1,1
SNORD93,-0.11859,-0.24904,0.12024,0.63398415,0.12640001,0.21388,0.13228,0.2877,0.822093,0.82012255,1,1,1,1,1,0,1,0,1,1
SNORD94,-0.00879,-0.30415,-0.31314,0.24800346,-0.1644952,0.99142,-0.33592,0.85814,1.34042531,1.71304319,1,1,1,1,1,0,1,0,1,1
SNORD95,0.33682,-0.24904,0.51997,-0.531413,-0.2024438,0.07125,0.05083,-0.1433,-0.0676637,0.04365252,1,1,1,1,1,0,1,0,1,1
SNORD96A,-0.07487,-0.1638,-0.08839,0.13632381,0.08413722,0.33201,-0.41578,1.49399,1.0692159,0.82749344,0.87415673,1,0.86804955,0.84019533,0.8952468,0.44002798,0.09922918,0.00242568,1,1
SNORD96B,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNORD98,0.30977,-0.04191,0.29749,0.18545054,-0.0560607,0.04498,-0.13556,-0.05306,0.7033084,0.09730681,1,1,1,1,1,0,1,0,1,1
SNORD99,0.07857,0.04314,-0.46535,-1.1028295,-0.9777985,-0.47322,0.22309,0.15578,1.10060242,1.08458685,1,1,1,1,1,0,1,0,1,1
SNPH,-0.18209,-0.67187,0.13194,0.28165464,-0.1784295,1.31728,-0.74867,0.26698,-0.644725,0.02107318,0.15217802,0.3109506,0.26583613,0.59625858,0.68576397,8.41E-12,4.32E-09,0.55482978,0.06826719,0.95338504
SNRK,0.17928,0.23987,0.46976,0.62429984,0.55426633,0.78418,0.07447,0.72583,1.31089113,1.56189377,0.31330662,0.7993852,0.00256881,0.33348092,0.40385774,5.54E-05,0.7104292,0.01694474,1.17E-07,5.86E-12
SNRK-AS1,-0.14676,0.0027,0.59134,-0.0252216,0.05057879,0.38893,-0.35417,-0.56657,-0.3638633,0.42439844,0.73076488,1,0.09568578,1,1,0,0.37226937,0,1,1
SNRNP200,0.02189,-0.02725,-0.1198,0.00259614,0.12609693,-0.27764,-0.14475,-0.51989,-0.4465168,-0.2750901,0.91765727,0.95157112,0.47899736,0.99537863,0.78367879,0.02519348,0.02536659,1.86E-09,2.53E-09,7.33E-06
SNRNP27,0.05977,0.34489,-0.3982,0.54589487,0.92635229,-0.16664,0.13261,0.97903,1.29448964,1.13089676,1,0.62651897,3.08E-08,0.01057928,3.40E-07,0.47355703,0.31202204,2.01E-11,1.21E-18,3.23E-33
SNRNP35,-0.12316,-0.62933,-0.0317,-1.1380425,-1.1868744,0.42407,-0.3457,0.20158,0.32528982,0.04792904,0.30223519,0.3408003,0.83178258,1,1,0.03400928,0.02435089,0.54551154,0.21295027,0.86664004
SNRNP40,-0.09879,0.14451,0.16342,-0.1893406,-0.6455569,-0.89214,-0.93401,0.13305,0.2360551,0.19737854,0.36384375,0.78205269,0.17754205,0.62586286,0.06921536,6.35E-11,1.13E-26,0.57451631,0.09885733,0.21011288
SNRNP48,0.43303,0.44606,-0.01015,0.48594007,0.412121,-0.12013,-0.39149,0.2118,0.13353253,0.28817554,0.00072364,0.31471803,0.96099882,0.39809583,0.48767183,0.63254468,0.00223393,0.37230574,0.43275544,0.07445628
SNRNP70,-0.13599,-0.65768,-0.17762,-1.0980692,-0.9201673,-0.98638,-1.45959,0.02164,0.23157362,0.16836095,0.19454231,0.05923891,0.01626297,0.11271513,0.17233701,0,1.91E-37,0.84957621,0.00449145,0.10503552
SNRPA,-0.07612,-0.13337,-0.26822,-0.927468,-1.0998112,-0.41544,-0.22814,0.72328,1.32379637,1.38254436,0.39674273,0.83622806,2.36E-06,1,1,0.01850289,0.00162779,2.11E-06,2.69E-71,2.23E-83
SNRPA1,0.02433,0.47464,0.01734,-0.1028842,0.15479235,-0.68827,-0.70009,-0.0344,0.72512429,0.8878601,0.86865931,0.32599908,0.89672128,0.86727575,0.81597931,1.82E-08,2.36E-19,0.87742658,4.87E-13,7.20E-15
SNRPB,-0.22752,-0.72115,-0.1794,-1.1316129,-0.8191572,-0.38742,-0.91058,-0.37395,-0.4639404,-0.6256349,0.10148559,1,0.00847057,0.10285002,0.20100257,0.01570107,4.39E-28,0.00066369,1.67E-20,4.29E-36
SNRPB2,0.10065,0.15273,-0.41988,0.12265101,0.27300417,-0.04452,0.06017,-0.00754,-0.0274954,-0.0191754,0.40174262,0.80577045,3.58E-09,0.70958499,0.38269365,0.85025257,0.45572174,0.97321743,0.82563549,0.88257478
SNRPC,-0.20651,0.1362,-0.20276,-0.4331951,-0.8731574,-0.3291,-0.528,-0.42146,-0.6914216,-0.71864,0.02594021,0.828694,0.05736421,0.50904147,0.18232134,0.00238361,1.45E-08,0.00063373,1.47E-13,1.01E-14
SNRPD1,0.02799,0.72749,-0.33636,-0.501451,-0.8505754,-0.10594,-0.45939,0.08774,0.10489676,0.25647894,0.80885525,0.07568981,1.37E-06,0.46040022,0.21819777,0.53744126,0.0002716,0.73250425,0.39591511,0.06799041
SNRPD2,-0.26614,-0.02158,-0.46113,-1.2750686,-1.3013168,-0.84261,-0.36356,-0.73875,-1.2276257,-1.117547,0.09455765,0.97904585,0.00019116,1,1,1.84E-09,1.35E-08,1.80E-12,2.34E-61,5.54E-17
SNRPD2P2,-0.0348,0,-0.07817,0,0.14137161,-0.06065,-0.13651,0,0.35997826,0,1,1,1,1,1,0,1,0,1,1
SNRPD3,-0.10306,0.42501,-0.47585,-0.5146775,-0.9250039,-0.9587,-0.98593,-0.30249,-0.4567115,-0.5247022,0.30797751,0.48598708,8.34E-11,1,1,9.47E-16,1.75E-28,0.02283564,1.48E-07,2.23E-12
SNRPE,-0.08909,0.06329,-0.50076,-0.6511934,-1.0068852,-0.53479,0.01814,-0.1271,-0.1145449,-0.024111,0.36955692,0.91354027,1.06E-12,0.31613243,0.10108902,6.08E-07,0.85994583,0.37258572,0.42226164,0.90346372
SNRPF,-0.16922,0.01046,-0.35337,-0.5049806,-0.7329592,-0.50064,-0.47423,-0.02863,-0.0432594,-0.1254604,0.09576074,0.98753205,4.58E-06,0.44255182,0.2796486,0.00104482,1,0.90266643,0.70374484,0.34391126
SNRPG,-0.10637,-0.05065,-0.19178,-0.1433283,-0.3364307,-0.55895,-0.58545,-0.25596,-0.0092372,0.07402734,0.39724792,0.93337153,0.09528166,0.71584742,0.38725227,2.29E-07,4.97E-10,0.14936804,0.93339113,0.65313162
SNRPN,-0.17712,0.19151,0.05892,0,0,0,0,0,0,0,0.48975784,1,0.83767012,1,1,0,1,0,1,1
SNTA1,-0.12171,-0.53864,-0.16947,-1.4824643,-1.0381661,-0.95187,-0.0635,-0.77027,-0.6337191,-0.6374215,0.32248036,1,0.14765723,0.03373845,0.12952,3.00E-05,0.63150578,0.1269295,0.00519144,0.00231937
SNTB1,-0.133,-0.09294,-0.18819,-0.1499446,-0.6549769,0.42808,1.46254,0.30382,-0.7337615,-0.9311614,0.59738165,1,0.35370117,0.80467642,0.24213656,0.00607059,3.81E-10,0.5718247,0.06928818,0.013801
SNTB2,0.22799,-0.064,-0.02407,0.37128568,0.53153591,-0.04478,0.08745,-0.09554,-0.2632747,-0.2665837,0.07619427,0.91354027,0.79691373,0.58250661,0.45841688,0.82233853,0.46272293,0.7446872,0.03364676,0.02328207
SNTG1,0.07352,0,-0.25659,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
SNTG2,0.0599,-0.04191,0.03945,0,0,0,0,0,0,0.25890683,1,1,1,1,1,0,1,0,1,1
SNTN,0,0,0,0,0,-0.0735,0,0,0,0,1,1,1,1,1,0,1,0,1,1
